Time,Price,Items,MCFU
1524,27.759999999999998,19,6
1171,112.96,20,6
3559,105.45,38,12
572,8.52,3,0
1678,51.32,13,2
534,18.75,11,2
1398,67.71,11,4
4902,75.29,42,9
2544,91.53999999999999,23,6
1221,49.55,11,6
633,30.94,7,3
1450,92.7,25,7
836,38.83,17,1
1739,79.26,20,5
1215,34.3,10,5
2514,138.17,34,6
2813,111.99,34,10
1573,20.37,7,3
2304,24.2,15,7
1748,90.18,12,2
2010,91.8,25,4
845,8.19,11,5
1039,38.949999999999996,9,2
930,32.73,20,6
2667,133.16,23,5
1547,110.69,23,4
2393,81.03999999999999,20,10
5495,376.91,70,13
1358,35.38,14,2
4052,248.19,58,16
5198,89.19,46,15
2056,22.72,13,5
1755,69.81,18,3
2434,90.5,23,9
1238,85.96,18,3
2140,55.33,19,2
1434,73.91,24,6
645,65.19,10,4
1890,101.67,17,5
1016,41.68,15,2
2052,112.67,26,5
1760,94.59,23,8
2887,46.92,14,4
992,22.91,13,5
1146,24.21,12,7
2133,107.46000000000001,24,7
1789,146.83,26,6
1852,26.01,23,5
1160,20.11,8,3
2294,149.56,29,4
2120,85.67,25,5
2355,130.88,28,6
2996,135.6,28,7
1215,63.410000000000004,13,0
1459,111.58,24,8
1480,69.95,20,7
733,57.16,10,4
418,20.46,5,0
1194,77.11,22,5
958,27.39,16,3
1909,55.480000000000004,21,4
1390,65.07000000000001,17,7
2102,43.8,27,5
1732,28.89,10,3
1453,36.99,12,3
1309,27.51,6,1
1883,107.27,23,9
1655,52.25,14,4
1913,94.31,22,6
2504,176.42000000000002,30,5
1931,95.67999999999999,20,3
596,47.87,12,0
551,32.1,7,1
847,28.37,12,3
1241,45.51,18,8
4228,114.36,59,12
990,46.55,10,3
731,13.55,8,0
1856,35.44,21,10
1437,35.76,10,1
2485,82.72,23,4
6887,37.63,22,5
2526,152.75,28,12
823,31.02,15,3
1519,139.2,33,9
1902,93.89,20,6
783,75.71000000000001,12,5
855,46.39,12,5
1678,62.91,20,3
2041,100.32,22,5
2681,71.07000000000001,28,6
1337,64.1,12,3
2741,69.71,34,4
1375,49.11,15,4
1763,109.84,28,8
2445,117.98,32,8
2518,54.35,26,9
885,61.03,13,3
890,47.2,14,5
1885,61.76,24,8
2968,162.23,46,9
2436,64.96,16,6
2338,119.95,31,11
2011,110.55,33,4
2468,195.56,35,9
1743,106.89,18,4
1361,78.25,24,5
1023,60.21,16,2
1526,72.99,31,6
2686,75.51,35,7
2349,81.37,37,11
2573,120.37,24,9
1044,26.08,17,4
1189,57.76,17,3
1450,87.98,19,5
2347,82.91,23,8
3144,66.14,35,8
1743,54.0,22,3
1962,46.52,15,7
2697,88.12,29,6
1282,27.45,8,0
2308,39.69,22,7
1328,82.48,19,3
2681,145.43,38,9
1963,45.5,19,3
1051,15.75,13,4
3350,147.62,39,7
990,23.06,15,6
611,3.57,4,1
2981,148.54,37,9
2158,36.73,28,6
2222,72.42,16,5
1594,25.16,14,2
1807,75.04,23,10
2844,139.37,33,10
3869,118.41,31,5
2540,33.28,25,5
1052,53.9,13,7
883,8.05,5,0
1370,168.9,28,9
495,27.26,8,1
1070,105.67999999999999,16,4
3639,107.61,38,7
1945,34.07,23,7
1857,91.92999999999999,21,4
989,22.25,12,3
2287,177.8,35,3
1935,95.16,24,9
1535,32.910000000000004,18,3
1827,39.4,21,5
2348,97.65,25,5
2241,151.59,28,6
4889,221.78,59,10
475,7.71,4,0
571,37.14,8,1
5076,165.5,45,11
2778,119.68,26,8
534,13.27,5,0
3133,201.49,38,8
1181,41.75,12,2
1633,74.57,24,8
3255,259.16,40,8
2923,58.59,18,6
2248,157.78,31,9
3264,113.55,35,9
1843,50.03,11,5
2506,39.66,18,6
3506,143.59,28,6
2079,29.14,20,8
2149,154.29,32,6
2227,118.92,31,8
1849,64.23,19,6
1702,110.04,25,6
5347,90.65,40,17
3063,86.97,24,7
1499,54.32,24,8
1151,47.85,19,5
2337,138.26,31,8
1443,131.87,25,6
2143,182.44,36,8
963,17.15,15,2
1905,90.75,21,6
2912,90.82,33,9
808,30.58,12,4
2232,120.48,35,10
4234,96.03,57,14
2007,99.03,25,13
1729,90.49,21,6
1360,16.990000000000002,11,3
816,11.0,9,2
1471,23.73,13,3
1230,35.68,11,4
2994,126.45,31,7
1282,61.839999999999996,15,3
2697,140.45,35,9
1486,85.5,26,8
2204,79.3,21,7
1601,75.36,17,4
1883,73.34,35,11
2783,127.3,35,8
510,40.56,8,1
1575,49.44,22,6
443,3.6499999999999995,3,0
1532,22.12,12,3
1278,109.43,22,3
2780,27.009999999999998,21,5
1050,9.65,3,0
572,34.089999999999996,11,4
2562,56.76,17,7
2047,40.29,13,2
1067,24.89,18,3
2410,66.78,17,5
2311,103.62,37,11
1143,88.98,21,5
1790,197.3,35,4
3122,110.58,30,5
1816,38.14,18,3
3314,126.67999999999999,37,10
2570,76.63,23,4
1264,70.9,26,8
1475,102.55,20,6
2889,58.019999999999996,29,7
2104,47.77,24,9
1716,111.78999999999999,29,9
1609,106.68,21,5
1156,42.160000000000004,10,2
2535,61.24,18,6
907,49.14,17,9
2091,28.16,21,6
1965,84.54,26,8
1491,99.83,28,11
1299,69.67,14,4
2171,115.64,31,6
2248,136.81,40,6
1895,84.61,15,5
2491,44.04,26,6
1446,74.54,19,5
1749,79.7,25,8
1600,34.49,24,6
4000,67.27,37,10
2118,92.23,27,5
1843,64.44,23,5
1065,62.85,10,2
3294,105.44,25,6
2129,57.28,15,4
1590,68.45,19,7
1227,24.21,15,1
1120,39.76,12,3
1462,29.19,17,4
703,42.8,9,4
1260,45.910000000000004,12,5
1332,48.57,14,4
2662,148.24,25,6
505,15.35,9,1
641,31.18,9,3
1005,6.03,6,0
1595,51.49,25,9
2253,30.1,27,4
955,54.49,14,1
1116,43.24,16,1
1672,65.42,19,3
651,81.28,13,2
3956,136.89,34,10
1107,68.25,17,4
1863,114.34,31,3
1942,64.05,21,3
708,11.47,10,2
1449,96.6,19,8
2634,89.03,26,6
1558,80.59,20,6
4382,139.0,43,12
2358,88.29,22,5
2680,38.35,26,4
1901,132.96,31,5
1378,31.439999999999998,20,2
1072,51.04,10,2
2124,81.4,28,9
459,11.14,6,1
1896,62.68,16,2
2456,87.57000000000001,24,7
1648,94.86,22,10
927,64.34,14,3
1740,33.1,16,5
2064,55.79,17,6
1612,72.99,20,5
1910,36.44,21,5
1035,104.46,23,7
1144,28.64,15,3
1338,76.78,27,6
4495,138.91,37,9
2739,115.91,30,5
861,68.98,13,3
1151,76.28,20,7
2241,95.49,19,4
1366,56.93,15,3
2668,58.85,30,10
975,146.56,20,3
1438,88.26,16,3
825,44.93,9,2
2248,47.86,30,10
833,14.6,10,1
2993,90.36,47,13
1932,66.08,19,5
1392,22.79,8,1
2043,29.439999999999998,9,3
1597,67.9,20,5
776,38.62,14,1
3209,140.94,39,11
1430,53.0,16,6
2446,71.65,12,4
1882,24.77,21,2
1039,147.44,16,2
1187,35.18,16,6
1659,69.84,18,7
1378,74.32,16,6
538,19.09,10,3
1737,90.33,24,10
2110,31.94,16,4
2191,70.42,29,4
1634,45.96,16,5
1851,90.7,21,6
1551,164.56,26,6
1847,94.49,22,11
1928,55.68,18,2
3233,115.29,48,14
2073,52.59,21,7
2072,68.78,35,11
1814,45.58,25,8
2025,104.66,28,7
1830,49.43,22,9
4288,51.38,36,10
2418,60.85,25,7
3198,75.08,28,6
1214,28.37,9,1
999,2.26,3,1
2295,61.85,37,9
4145,216.38,43,11
829,51.74,11,4
1386,42.26,10,2
1145,81.67,20,6
2947,152.65,31,8
1869,78.06,20,7
1578,101.02,14,5
2393,62.69,35,3
1544,102.93,27,9
1820,80.33,18,4
2198,140.28,38,4
507,34.480000000000004,8,3
838,78.76,15,4
1686,63.07,19,6
1697,66.81,17,4
2289,150.27,31,7
3550,49.84,26,7
2384,77.41,21,7
2671,134.45,29,10
2663,182.77,34,5
2304,92.94,21,5
1766,173.35,31,7
2738,135.03,48,11
1604,77.61,23,2
1816,108.92,25,8
1738,55.52,17,5
1859,101.89,20,7
1773,87.32,24,9
1954,44.38,22,7
1014,10.64,6,1
3211,116.36,31,5
1676,51.63,23,6
1762,64.38,27,6
1850,47.75,21,6
1876,49.43,16,6
2627,102.13,24,5
1907,44.11,24,10
2376,98.65,24,8
1277,4.08,5,1
1748,63.75,15,6
1637,94.26,25,3
2665,206.26,35,9
2919,170.1,34,10
873,69.42999999999999,11,2
927,12.709999999999999,8,2
1170,1.88,3,0
919,15.06,10,2
1471,109.71,26,3
2595,133.94,35,13
2325,183.63,37,5
2361,90.45,25,7
3635,183.34,39,9
898,51.65,18,4
3111,118.66,41,9
2083,43.339999999999996,24,5
2709,88.44,33,10
1039,63.26,15,3
1266,91.29,19,3
1964,32.98,10,0
550,37.74,10,3
567,46.43,10,4
1385,32.85,17,5
1797,87.53,25,3
2598,71.55,17,5
1396,58.65,17,3
2852,84.89,23,5
2066,79.42,25,14
2837,115.10000000000001,29,7
1166,33.24,12,5
1053,37.78,13,3
1273,80.09,22,8
1028,34.79,10,2
2038,119.58,26,4
1457,45.42,26,4
2221,89.4,37,10
2031,102.87,24,6
1956,88.25,30,7
819,43.68,9,1
4819,166.5,56,10
1966,62.45,25,5
2678,70.01,36,4
3069,86.58,24,5
1087,50.45,15,6
2666,108.12,28,9
1819,73.15,19,7
2627,134.96,29,9
1508,99.8,22,9
1283,20.05,19,8
2411,100.87,24,8
2349,139.1,26,5
848,26.42,6,1
1960,68.16,22,5
2453,112.79,25,8
1525,11.61,7,0
1181,18.58,11,1
2786,84.43,26,7
1445,43.339999999999996,14,5
784,49.54,9,4
2366,63.8,30,11
1209,80.49,17,3
416,6.08,4,0
1348,50.29,18,4
1036,37.15,10,4
1065,28.02,15,1
2798,204.66,48,13
497,12.58,10,3
2044,73.14,20,6
2736,101.37,30,5
2622,94.57,27,11
917,21.18,14,2
2027,41.46,22,9
2136,90.05,21,5
3067,134.92,32,9
269,2.83,2,0
3678,141.54,38,14
1524,66.22,18,3
1981,90.95,19,5
1681,61.54,21,9
2780,59.83,22,5
1879,52.1,20,4
898,70.42,15,5
1110,44.49,10,3
760,51.7,14,4
290,9.74,4,0
1961,72.46,21,5
2395,58.89,23,7
878,39.83,12,1
1668,35.82,23,8
365,16.169999999999998,5,1
1416,41.96,19,5
1387,58.32,16,3
1738,80.65,18,8
2523,128.87,29,11
2985,58.33,41,8
3709,170.57,46,10
2147,139.7,28,9
3804,79.87,36,10
1401,51.81,23,2
1515,82.98,19,7
1562,71.03,16,3
1844,146.82,27,9
2832,135.77,28,10
1342,61.1,14,2
4391,231.71,56,8
785,12.05,8,2
1554,75.65,17,7
1118,34.69,18,7
1771,76.78,35,10
1157,75.98,19,3
1838,59.91,19,5
1985,125.38,26,8
4584,169.78,33,8
422,3.99,3,0
3243,91.33,34,13
1741,43.730000000000004,10,1
1861,111.97,28,7
3928,174.39,42,16
1618,69.98,19,6
3525,66.26,36,11
1521,126.57,24,6
1994,51.67,22,6
3464,100.94,29,12
2465,52.11,23,8
1289,15.01,9,2
2494,56.69,14,3
1124,69.25,13,3
2301,170.5,45,17
1586,79.28,21,8
1794,45.89,14,3
3239,170.93,40,15
2155,84.14,22,4
1608,54.72,18,3
3224,163.86,34,7
1030,56.17,13,3
1377,20.7,16,3
2608,28.61,16,2
1822,67.05,14,6
1267,43.84,11,4
1763,22.56,16,3
1742,83.46,21,4
1732,184.8,29,5
2302,104.64,31,9
1600,20.61,15,4
1568,19.66,11,3
1205,59.440000000000005,12,2
3685,178.94,56,12
1013,14.42,12,2
3799,150.25,41,14
3042,132.47,38,13
1497,56.65,17,2
644,12.15,8,4
3019,87.31,43,14
2455,152.72,29,9
1419,117.11,23,6
2013,141.72,38,12
840,90.42,17,5
2665,71.69,33,7
1666,64.85,15,1
1192,33.71,10,4
1592,113.64,24,8
1303,52.42,22,6
2225,104.7,25,11
3468,179.11,34,8
3261,68.51,34,7
1615,62.26,26,6
1456,98.43,25,10
1662,32.45,18,3
1082,13.379999999999999,14,6
2576,43.38,28,5
1922,79.69,23,6
943,55.21,13,3
2239,42.05,21,5
1316,114.57,24,8
5064,151.28,45,13
2310,76.74,19,6
1479,56.519999999999996,18,8
2481,84.41,25,6
2674,119.86,28,8
1369,34.63,18,6
655,11.43,8,2
945,74.46000000000001,18,7
3082,122.73,33,11
2386,49.83,14,3
1580,120.16,27,12
2274,176.29999999999998,34,9
681,15.129999999999999,10,2
1104,55.54,14,3
1155,74.33,15,5
2103,118.62,36,11
2282,109.12,35,8
2939,102.12,26,8
1415,26.88,18,5
1770,25.56,20,2
1033,16.23,8,4
1384,78.66,20,5
664,12.44,6,0
1051,55.3,14,3
2121,23.92,18,2
2006,114.46,27,7
3155,96.2,37,11
1250,43.25,24,3
398,53.19,10,5
1713,33.98,11,0
574,2.58,3,0
2440,118.17,20,6
1130,15.34,8,3
1782,116.03999999999999,28,7
2002,36.48,26,2
3053,124.77,38,9
1225,85.04,23,6
2142,117.8,38,10
1780,146.07,33,7
4873,176.52,44,12
1165,42.16,15,6
2005,92.86,20,4
1935,24.39,14,4
2022,110.67,29,6
1433,64.53,16,2
1087,18.08,15,1
1848,118.56,37,10
2900,131.32,27,5
229,13.21,3,1
1482,78.51,22,6
2833,101.35000000000001,23,4
1064,68.56,19,4
3810,79.52,31,7
2734,179.29,40,4
2360,40.339999999999996,23,8
1455,51.57,11,2
1943,59.27,14,5
1619,77.88,18,7
2232,41.17,23,4
2915,44.98,29,7
2118,72.73,20,1
1417,126.69,29,11
1824,32.68,15,5
1171,46.63,11,4
1968,112.94,29,6
758,27.950000000000003,7,2
1858,122.45,33,9
3176,97.95,28,5
1772,76.41,19,5
4330,131.92,45,16
3874,185.91,52,20
1818,41.39,18,5
2668,97.95,26,9
1267,107.53999999999999,20,4
784,49.85,16,5
1497,142.42,32,4
2612,59.08,34,9
563,16.01,7,2
1420,64.69,13,1
1506,123.66,23,7
1526,69.77,19,2
1576,86.99,19,5
3239,184.81,40,11
1068,40.38,23,7
2314,89.47,17,5
1036,69.42,14,2
1566,32.13,14,4
2845,172.73,42,8
2102,44.31,15,7
1472,76.0,24,6
1857,113.41,22,6
1332,97.04,27,8
4704,81.67,48,16
1553,97.19,16,4
1593,75.65,13,2
3415,67.43,31,6
1104,69.18,13,2
2383,20.84,11,4
2055,92.99,26,8
1418,169.77,26,8
948,25.22,5,2
2780,139.07,37,10
2183,157.29,27,10
2306,115.25,23,8
1568,44.06,16,7
632,25.119999999999997,8,1
2225,42.4,24,6
908,35.44,13,6
1138,66.42,18,3
2232,91.11,27,7
1988,118.83,22,6
591,19.54,6,2
1658,113.96,25,7
2793,64.37,21,7
1508,26.61,18,3
1232,28.93,13,4
2235,56.49,29,9
2403,100.07,23,8
2027,71.55,17,5
3960,120.06,32,11
1926,111.4,31,8
3488,89.91,26,7
966,62.25,21,9
3109,218.2,34,6
600,25.71,8,0
1456,55.39,15,2
1494,73.67999999999999,20,4
1620,95.86,27,4
1122,35.19,13,0
152,2.39,3,0
779,63.39,11,2
3228,205.13,54,9
1536,47.08,16,4
2608,86.75,16,2
2972,133.3,40,9
2277,118.55,27,11
1513,62.18,18,5
3012,142.85,37,10
1521,79.36,21,5
2242,63.51,34,6
1889,72.41,14,5
813,31.43,9,1
2230,21.080000000000002,16,4
2778,115.47,25,6
948,39.29,10,2
2620,123.76,31,11
1181,39.45,12,3
1182,69.28,13,5
2063,59.32,15,4
3152,81.38,38,13
971,22.2,11,3
2711,74.13,27,6
1003,15.57,10,1
2097,60.78,19,5
3253,58.43,36,5
1980,154.16,29,3
2828,48.41,26,10
698,22.22,11,2
3607,224.85999999999999,53,9
528,27.89,9,3
2196,191.77,27,5
2524,117.97,33,6
2625,65.94,25,10
1812,112.27,28,8
2805,154.91,43,6
2602,156.1,35,10
1353,88.25,23,6
2608,113.28,34,11
1345,28.65,18,9
1723,22.69,15,5
1821,96.69,29,7
1700,29.38,16,1
1892,166.96,27,6
3042,143.13,34,9
3531,163.82,36,9
1447,71.8,18,5
1225,27.55,16,8
2204,77.52,19,5
2366,58.01,33,6
1060,41.54,13,1
3107,134.49,37,12
851,43.69,11,3
719,14.73,8,2
1793,48.33,21,7
3265,155.22,37,10
4724,79.35,43,15
812,34.22,7,1
1657,47.2,29,3
2808,163.46,35,10
1884,51.43,17,6
3389,68.65,39,9
1629,54.72,13,3
960,45.46,16,6
2219,116.6,27,5
838,31.75,8,3
1893,86.94,23,7
2358,77.65,24,5
2785,80.49,23,3
2645,46.14,20,3
2440,122.74,35,8
2293,73.02,21,8
1207,44.88,21,7
1294,56.82,21,8
1162,35.46,13,1
1321,29.21,12,4
1560,91.32,25,7
1757,46.81,27,7
2188,157.17,27,5
963,26.669999999999998,7,2
1404,32.29,17,4
2068,107.05,23,9
1532,71.85,25,6
891,16.2,8,4
781,46.260000000000005,8,3
3364,169.01,38,11
1989,122.54,23,10
812,29.08,11,4
2431,72.63,18,5
3797,46.97,26,5
1047,46.2,24,6
1347,42.26,11,5
1441,34.88,17,3
1954,71.32,28,7
1195,94.72,16,4
1406,64.29,12,4
800,78.39,15,4
304,2.89,3,0
1983,106.08,30,8
3281,110.71,31,8
2691,94.83,23,7
1260,34.47,12,3
2203,95.76,29,7
3895,130.59,29,12
1282,57.96,18,5
873,49.05,16,6
1080,28.35,17,6
795,45.82,12,5
2359,120.53999999999999,26,8
1441,73.3,17,5
2540,51.76,31,4
2756,87.73,34,9
2634,36.64,10,4
4997,97.07,52,17
1987,98.51,28,9
2013,30.55,22,6
1262,50.34,14,2
1541,62.96,25,8
1934,40.37,22,5
2732,132.29,30,9
1608,115.59,23,2
1265,59.14,17,5
1259,68.45,15,4
1389,73.76,19,7
1007,38.07,16,5
957,81.4,19,12
1876,41.37,25,5
1378,43.28,18,1
3830,123.94,25,7
2048,86.83,23,5
1807,106.27,24,7
2221,48.910000000000004,25,5
1053,78.04,15,3
2227,62.1,26,9
2336,141.82,44,13
1145,27.92,8,4
3317,152.84,33,8
1570,93.78,24,7
443,21.37,4,0
1067,46.43,11,3
1400,87.08,17,2
449,7.81,7,0
1095,37.31,12,4
3090,152.68,32,8
1344,81.83,16,6
4497,137.81,37,15
1494,84.95,17,4
3580,46.82,27,10
2664,88.36,30,8
3794,241.44,58,10
1285,86.46000000000001,13,4
1466,113.13,25,5
762,52.809999999999995,13,4
1467,91.0,24,8
1206,38.52,22,8
3099,37.67,24,9
1924,62.04,17,4
2143,115.13,23,3
1050,19.72,13,1
1276,64.0,20,11
1161,38.28,11,2
751,67.02,13,6
2450,109.52,30,4
1991,90.18,27,5
1438,24.6,16,4
733,14.57,11,2
2131,45.2,21,4
1696,73.58,18,5
3307,175.56,44,17
685,17.87,11,0
1306,42.79,28,10
2307,88.8,22,9
996,54.089999999999996,17,5
2753,153.71,33,7
1102,27.9,12,1
1403,57.18,17,4
1848,169.05,34,6
1980,94.76,29,6
906,51.69,20,5
3291,72.2,41,15
850,46.07,11,1
1374,107.73,27,7
2886,83.69,20,4
1428,159.47,35,6
1739,41.14,25,9
1665,39.04,23,5
1013,10.72,8,2
2793,52.07,35,7
1052,77.8,15,4
2429,84.31,22,4
2644,129.79,38,11
2632,104.55,46,8
1990,58.92,18,4
1760,56.05,17,4
2043,55.21,23,5
1197,22.54,15,3
1261,10.95,9,3
1457,50.63,20,8
1887,99.83,15,4
1431,68.57,20,4
2318,92.08,26,5
335,16.28,4,1
1867,39.74,20,6
1984,105.63,25,8
2228,98.58,22,5
1711,38.17,25,7
762,38.16,11,2
1727,62.8,19,7
2168,24.67,15,5
1219,40.45,17,4
1944,95.48,22,5
3956,33.6,23,3
2275,173.26,34,7
2661,63.35,18,5
4111,195.66,46,11
1553,44.28,20,6
2740,80.15,25,10
1636,38.67,21,3
2393,85.41,19,3
1304,57.62,10,3
1953,110.5,32,9
2352,126.17,33,13
2519,101.87,26,7
758,35.96,7,2
2871,61.22,29,7
3008,109.18,39,9
1771,155.14000000000001,29,6
1895,105.2,27,8
2765,187.15,47,10
1510,50.36,20,3
1324,84.14,23,6
2094,28.34,13,2
2582,99.03,26,8
1810,82.23,22,5
1713,145.73,32,8
2383,76.07,29,8
1264,77.37,20,4
1410,54.87,13,2
2316,112.14,24,5
1263,68.81,17,5
1428,56.81,14,2
2431,57.06,23,5
1092,26.29,13,5
1692,91.74,22,2
1320,94.35,20,10
562,40.97,9,2
1730,73.06,24,4
1083,34.27,7,1
1003,18.64,12,6
1504,97.84,20,5
1641,72.8,19,10
3668,98.84,37,8
1982,50.5,26,9
510,10.01,4,0
1240,36.69,17,5
3785,153.27,33,6
1181,58.87,17,5
3069,52.74,33,11
1597,44.54,17,6
834,33.64,11,4
2487,92.79,27,7
1127,18.28,8,0
2828,63.18,36,7
1765,49.01,13,1
2257,110.25,23,9
1552,84.06,20,7
2180,118.81,21,6
1053,48.76,14,3
2989,178.46,35,5
2260,106.81,24,7
1576,37.78,13,7
1964,86.78,26,4
1495,33.02,18,4
2236,44.77,27,3
650,44.14,12,4
891,36.97,9,1
1717,88.5,22,3
1141,37.09,15,4
975,53.93,14,3
3018,86.34,22,7
1352,73.28999999999999,24,9
1996,64.45,25,4
1792,60.16,27,5
2429,69.36,24,6
1509,88.31,17,7
1966,46.34,20,7
866,33.45,6,1
1313,56.17,11,3
2605,144.12,31,8
2263,97.8,19,1
1300,79.61,23,9
914,44.53,9,3
708,17.64,5,0
751,23.4,16,5
4453,142.29,31,7
2279,39.78,26,6
1025,38.07,14,4
490,18.56,9,1
1680,53.050000000000004,20,7
1799,64.28,26,10
1307,45.06,21,9
2420,107.22,29,5
2460,77.09,21,10
689,24.89,12,2
2047,57.71,28,8
3106,168.66,40,12
1351,39.53,9,2
1008,33.03,15,4
2196,123.12,33,11
1486,51.26,20,5
843,52.67,13,3
2574,75.03,33,10
3067,53.96,16,6
849,31.85,13,3
1498,70.04,25,8
1247,59.19,16,4
1780,84.41,21,6
1298,20.740000000000002,13,2
1257,57.559999999999995,20,4
2066,59.57,32,8
3284,41.82,32,10
2094,55.699999999999996,25,8
1415,94.27,24,12
1847,43.410000000000004,23,11
2972,118.21000000000001,32,8
697,29.01,16,2
1323,25.19,19,4
1040,56.31,20,3
3418,180.43,43,7
1791,61.42,23,8
1778,146.69,28,11
1151,52.14,14,2
2574,79.19,26,5
2032,126.25,37,10
3367,163.23,32,9
2387,47.92,23,8
939,12.969999999999999,7,2
1128,60.97,13,3
4236,185.42,40,10
1514,126.06,19,3
402,42.0,10,1
615,66.2,14,2
1591,83.27,23,6
924,25.32,13,4
3065,62.32,14,3
2579,159.41,34,11
1390,78.8,17,4
2022,91.09,25,4
1255,93.52,19,5
1447,50.69,16,4
2150,95.42,24,8
1787,54.9,16,4
1255,20.509999999999998,15,1
926,30.77,13,4
1670,106.09,24,6
719,34.49,12,2
2068,81.66,20,8
2031,55.24,21,5
1224,61.25,13,2
3901,54.62,29,11
1089,89.63,14,2
1270,53.27,11,0
1517,56.03,19,4
2230,43.29,22,7
1177,56.62,10,4
2083,72.85000000000001,26,8
1571,72.88,19,5
2488,62.12,29,7
1808,63.2,25,6
3715,100.06,24,4
1210,46.54,14,6
2384,46.93,13,4
1216,16.29,18,5
1543,100.46,22,7
1925,42.48,12,5
4182,91.25,21,5
1894,130.35,22,5
1704,65.37,24,8
499,5.16,4,1
3942,159.59,41,8
7322,189.91,59,20
747,10.1,11,4
886,60.28,13,4
1329,29.060000000000002,9,3
2561,114.3,37,11
1574,33.49,22,6
2280,110.78999999999999,27,6
1151,74.05,17,7
1952,88.77,29,11
948,35.08,12,1
1732,68.52,21,5
924,44.92,11,3
1863,42.25,20,3
1038,68.92,13,4
1583,61.61,13,3
1502,68.97,21,5
1153,36.39,13,4
1890,64.02,22,7
1224,12.17,11,2
1736,103.53,27,7
1961,35.36,23,4
1153,31.85,12,1
1515,58.99,12,3
1146,83.5,20,7
2460,103.38,39,9
1713,33.1,13,5
1215,29.07,14,4
904,22.81,14,7
1264,76.12,20,5
1374,29.85,18,6
1483,92.84,28,9
1905,72.99,18,6
1392,33.07,14,4
1487,83.03999999999999,16,2
2681,162.14,38,13
2473,80.58,25,8
1933,68.53,17,3
3651,183.68,38,9
1067,13.16,11,3
2350,159.29,35,5
2536,70.79,36,8
1469,40.37,16,2
1776,29.14,15,3
398,9.54,7,1
849,2.84,3,1
690,21.38,9,1
3412,58.94,34,9
4686,223.39,50,13
3448,211.35,51,12
1605,108.24,25,13
1434,40.45,17,5
1491,49.97,16,6
1217,41.56,9,2
1251,34.0,14,4
2990,104.84,23,5
2069,97.79,28,5
1853,89.77,23,5
2110,86.52,29,4
3037,168.28,47,13
1812,70.14,17,7
1058,57.230000000000004,15,5
1432,61.63,21,7
1807,90.33,22,1
2358,36.88,22,6
805,1.59,4,0
3474,143.94,38,13
829,46.82,12,5
2871,148.1,37,12
1494,65.11,22,8
1751,84.45,19,4
2132,37.56,18,4
5617,186.0,43,14
1911,22.54,11,2
4652,312.45,46,9
2376,151.19,30,6
2553,58.49,32,11
2844,175.86,44,11
1071,63.0,19,4
1484,98.48,16,5
1725,66.99,16,6
2267,38.32,29,4
579,11.23,5,0
2104,44.92,22,7
3314,145.85,56,10
968,29.15,10,3
2062,55.38,21,4
1806,34.49,20,5
4348,66.02,32,9
1765,129.28,26,6
1843,40.24,20,4
1933,69.23,19,5
2480,159.67,37,8
807,33.95,10,1
997,28.72,20,1
3047,63.2,36,6
2205,140.54,32,7
1731,28.07,15,6
2069,66.13,24,6
3464,82.8,47,8
1980,75.3,27,8
2778,122.85,34,5
2086,115.47,29,10
963,58.85,11,2
1673,90.94,21,7
2622,59.69,27,7
1238,34.27,9,3
1974,127.25,29,4
1493,70.28,20,6
2458,52.19,25,8
5013,73.03,41,13
947,25.14,15,3
1521,99.7,20,4
2183,33.04,22,7
1044,92.58,21,5
2516,186.82,36,10
3040,117.47,28,5
6340,105.6,52,12
2476,139.85,33,10
1401,30.6,8,1
2008,136.05,29,5
3504,112.89999999999999,29,7
1770,80.32,19,7
1576,112.93,26,10
3289,121.14,33,10
2487,109.76,31,6
2317,90.66,26,9
1258,24.37,10,4
2551,125.1,31,10
1253,115.35000000000001,23,3
2951,117.28,25,5
1216,78.3,17,1
1353,98.6,19,4
2139,141.16,27,6
1850,27.38,15,4
3463,163.74,41,13
3141,83.03,35,11
3161,105.88,33,10
1292,105.09,27,10
1593,59.8,18,6
1100,49.77,10,3
1514,91.65,22,2
1506,53.699999999999996,11,2
1887,108.9,31,9
1825,119.94,27,6
1559,85.58,23,10
1180,60.230000000000004,15,1
1520,86.58,21,11
1581,34.84,23,5
2005,119.98,24,5
2294,47.660000000000004,18,8
1587,17.19,15,3
2043,38.25,22,3
1423,49.81,25,4
1128,41.99,11,3
2005,91.65,22,7
609,45.51,12,3
3050,93.27,40,18
2229,72.71,24,6
2604,81.99,23,7
3707,243.61,55,19
1932,65.9,14,3
2608,121.08,36,10
881,63.66,14,3
2967,49.6,25,4
2965,104.77,34,8
1594,52.31,17,6
1856,71.45,14,4
1624,91.78,32,7
5329,221.22,53,14
1520,14.8,14,5
3115,120.31,34,11
2212,56.31,19,6
1865,45.35,22,2
883,32.05,8,2
2050,79.14,36,11
2180,48.93,25,5
2852,82.34,40,16
1130,35.84,15,8
1845,44.71,25,1
1826,77.73,25,9
3485,93.25,47,7
1537,152.11,26,5
2245,66.84,22,6
1096,37.95,14,3
1605,34.16,16,4
3242,99.59,32,12
2326,95.28,38,9
2831,165.91,43,13
733,39.27,9,1
927,13.44,9,3
1175,85.51,23,10
1462,84.41,24,8
1133,79.75,17,3
1829,121.21000000000001,36,8
2931,184.06,31,5
2200,95.32000000000001,26,10
1529,61.99,20,7
1180,35.660000000000004,16,6
902,13.29,7,4
